t_s,mem_util_pct,gpu_util_pct,bandwidth_gbps,phase
13.992090569983702,59,51,526.63,util_50
14.013104855985148,59,51,526.63,util_50
14.03407442299067,59,51,526.63,util_50
14.0548875759996,59,51,526.63,util_50
14.075853919988731,59,51,526.63,util_50
14.096874651993858,59,51,526.63,util_50
14.117760925990297,59,51,526.63,util_50
14.13866472497466,59,51,526.63,util_50
14.159537904983154,59,50,526.63,util_50
14.180400611978257,59,50,526.63,util_50
14.201327474991558,59,50,526.63,util_50
14.22225695598172,59,50,526.63,util_50
14.243684182991274,59,50,526.63,util_50
14.265411950997077,59,50,526.63,util_50
14.287201458995696,59,50,526.63,util_50
14.308466329996008,59,50,526.63,util_50
14.329798077000305,59,50,526.63,util_50
14.353106503986055,58,48,517.71,util_50
14.373957224976039,58,48,517.71,util_50
14.394860619999235,58,48,517.71,util_50
